0.196289	0.941406	-0.166260	-1.854962	2.167939	-4.816794	0.004132
0.189209	0.955811	-0.212402	-4.083969	2.091603	-4.206107	0.012671
0.207275	0.936523	-0.218018	-3.419847	0.587786	-4.167939	0.020869
0.224854	0.934082	-0.204346	-2.267176	-0.717557	-4.022901	0.029163
0.248779	0.936279	-0.168213	-0.694656	-0.274809	-4.679389	0.037314
0.234131	0.958740	-0.162842	0.435115	-0.595420	-5.549618	0.045535
0.216309	0.979248	-0.144531	-2.671756	0.717557	-5.366412	0.053818
0.204834	0.954590	-0.130859	-5.442748	2.335878	-4.992366	0.061987
0.208252	0.965332	-0.142334	-6.061069	2.167939	-5.496183	0.070159
0.179688	0.967773	-0.152100	-9.458015	0.503817	-4.549618	0.078402
0.132568	0.983887	-0.184082	-13.931298	-1.053435	-1.900763	0.086664
0.086670	0.954834	-0.234863	-18.190840	-2.610687	0.221374	0.094859
0.059082	0.910889	-0.259277	-17.480916	-3.938931	0.839695	0.102980
0.078613	0.862793	-0.220947	-15.259542	-8.183206	0.274809	0.111357
0.119141	0.839355	-0.203613	-12.709924	-10.038168	-2.946565	0.119539
0.112793	0.908447	-0.161133	-7.770992	-13.213740	-6.274809	0.127645
0.110840	1.003174	-0.192383	-12.167939	-14.702290	-5.618321	0.135838
0.070068	1.002930	-0.278564	-21.419847	-12.564885	-2.725191	0.146192
0.060791	0.911865	-0.258057	-16.519084	-11.206107	-1.664122	0.154395
0.070068	0.875977	-0.237793	-8.396947	-10.519084	-2.641221	0.162726
0.127686	0.872070	-0.208984	-4.030534	-9.969466	-6.969466	0.170904
0.237305	0.881104	-0.136719	-3.931298	-8.969466	-13.900763	0.179052
0.342285	0.914795	-0.092529	-2.786260	-6.610687	-20.267176	0.187320
0.412354	0.939697	-0.031494	-4.687023	-3.038168	-21.954198	0.195505
0.421631	0.931641	-0.017578	-5.541985	-1.374046	-19.625954	0.203656
0.384766	0.927002	0.015625	-3.664122	0.541985	-15.641221	0.212064
0.266113	0.957764	0.002930	-5.709924	-0.320611	-7.282443	0.220237
0.110352	0.990234	-0.043213	-15.633588	-2.702290	2.679389	0.228393
0.007568	0.917480	-0.113525	-24.534351	-6.297710	9.358779	0.236521
-0.002930	0.816650	-0.144775	-22.633588	-12.473282	10.038168	0.244720
-0.001465	0.851807	-0.138916	-18.099237	-21.557252	8.381679	0.252848
0.030029	0.907471	-0.117676	-15.015267	-32.938931	7.305344	0.260969
0.043701	0.965332	-0.112061	-10.854962	-39.091603	4.694656	0.269126
0.069580	0.967285	-0.076172	-8.564885	-46.206107	1.832061	0.277260
0.149414	0.876709	-0.039307	-1.312977	-49.992366	-3.419847	0.285396
0.278564	0.826904	0.061523	10.244275	-54.694656	-10.122137	0.293702
0.373535	0.840820	0.197021	15.763359	-61.374046	-14.343511	0.301878
0.408447	1.010742	0.189697	15.549618	-66.480916	-13.351145	0.310079
0.432373	1.072998	0.092773	-16.656489	-64.694656	-4.396947	0.318187
0.343506	0.981934	-0.040283	-30.969466	-60.923664	4.763359	0.326354
0.148438	0.955078	-0.209473	-36.900763	-56.992366	15.328244	0.334560
-0.113281	0.872803	-0.334961	-41.916031	-50.564885	23.312977	0.342744
-0.217529	0.806396	-0.435059	-46.793893	-48.854962	27.503817	0.350886
-0.213135	0.672119	-0.482178	-49.320611	-46.450382	27.557252	0.359027
-0.024170	0.620850	-0.407227	-39.732824	-47.816794	25.328244	0.367145
0.224609	0.699951	-0.309570	-27.862595	-51.038168	17.633588	0.375601
0.497314	0.759766	-0.088379	-14.885496	-52.396947	4.694656	0.383724
0.690674	0.914307	0.018311	-12.114504	-56.534351	-5.633588	0.392048
0.672607	1.078613	0.029053	-31.862595	-56.015267	-2.900763	0.400253
0.495850	1.068604	-0.155029	-49.274809	-50.000000	5.312977	0.408409
0.237061	0.885498	-0.107422	-53.908397	-37.954198	13.755725	0.416523
0.027344	0.755615	-0.113525	-33.534351	-33.320611	22.015267	0.424971
0.081299	0.715088	-0.144287	-27.312977	-22.061069	22.916031	0.433123
0.277832	0.722168	-0.107666	-31.488550	-14.595420	18.664122	0.441254
