0.210938	0.904785	-0.364258	-0.122137	0.801527	2.290076	0.006980
0.220459	0.907227	-0.353760	-2.809160	0.709924	1.977099	0.015364
0.215820	0.921143	-0.366943	-0.702290	0.404580	2.885496	0.023642
0.205078	0.932373	-0.361328	-2.328244	-1.633588	2.503817	0.032183
0.215332	0.897949	-0.359131	4.351145	0.534351	4.183206	0.040541
0.209961	0.923340	-0.354004	4.137405	3.877863	2.854962	0.048776
0.214844	0.913574	-0.356201	4.419847	-0.511450	4.603053	0.056963
0.233398	0.923584	-0.372070	0.343511	-0.687023	2.511450	0.065184
0.217041	0.934326	-0.367188	-1.870229	-3.435115	2.618321	0.075955
0.205566	0.918213	-0.365479	-3.068702	-4.045802	2.274809	0.084352
0.215088	0.906982	-0.376221	-3.549618	-2.213740	1.038168	0.092620
0.224365	0.911133	-0.371094	-4.671756	-2.045802	0.534351	0.100838
0.219971	0.910645	-0.370117	-5.526718	-0.435115	-1.160305	0.109322
0.222656	0.905273	-0.369385	-4.732824	1.534351	-1.900763	0.117610
0.223877	0.919434	-0.380371	-4.534351	2.488550	-2.450382	0.125790
0.225830	0.910645	-0.367920	-4.244275	2.900763	-3.022901	0.134015
0.221924	0.922607	-0.376709	-3.190840	3.419847	-3.496183	0.142222
0.214355	0.930420	-0.371338	-2.221374	3.877863	-3.190840	0.150598
0.222168	0.939941	-0.365967	-1.282443	3.984733	-2.274809	0.159022
0.204102	0.946045	-0.367920	-0.709924	3.274809	-1.099237	0.167226
0.202637	0.929688	-0.357422	0.030534	2.725191	-0.427481	0.175380
0.219482	0.926758	-0.376709	0.824427	2.335878	-0.633588	0.183632
0.220215	0.925049	-0.374268	1.305344	3.251908	-1.167939	0.191833
0.220947	0.917480	-0.375000	1.015267	4.022901	-1.419847	0.200072
0.221680	0.925293	-0.345459	0.954198	5.030534	-2.236641	0.208393
0.228760	0.919189	-0.354004	2.122137	7.587786	-4.114504	0.216589
0.235596	0.889893	-0.395264	3.801527	10.595420	-5.251908	0.225274
0.228516	0.897461	-0.395264	4.580153	14.061069	-7.488550	0.234028
0.224854	0.905273	-0.354248	3.503817	15.549618	-8.312977	0.243830
0.217041	0.924561	-0.325684	0.557252	13.160305	-8.343511	0.253209
0.236084	0.905273	-0.368896	-1.755725	10.465649	-7.503817	0.262683
0.236816	0.902100	-0.416504	-1.396947	9.908397	-7.488550	0.271284
0.236572	0.898438	-0.395264	1.167939	13.549618	-9.885496	0.279009
0.216553	0.917480	-0.363037	4.061069	18.076336	-12.015267	0.286573
0.214355	0.918945	-0.372070	2.183206	20.251908	-12.412214	0.294651
0.221680	0.908936	-0.385742	0.282443	21.213740	-14.076336	0.302440
0.220459	0.897217	-0.370850	-1.312977	22.709924	-15.274809	0.310067
0.190186	0.899658	-0.364014	-3.358779	23.183206	-15.610687	0.318083
0.183594	0.918945	-0.356934	-5.030534	20.656489	-14.091603	0.326445
0.178711	0.927734	-0.356689	-3.832061	15.946565	-11.541985	0.334746
0.176514	0.941895	-0.382568	-3.641221	13.206107	-9.969466	0.342950
0.174561	0.939209	-0.405029	0.183206	15.381679	-8.152672	0.350931
0.166748	0.942139	-0.364258	2.748092	12.221374	-4.259542	0.359080
0.186768	0.924561	-0.360840	2.603053	7.801527	-2.625954	0.367547
0.193604	0.913330	-0.364258	0.916031	4.022901	-1.221374	0.375472
0.194824	0.917236	-0.364258	-1.267176	-0.534351	-0.145038	0.383197
0.200928	0.919189	-0.372314	-1.496183	-0.328244	-0.496183	0.390784
0.208496	0.927734	-0.388428	-0.885496	1.404580	-0.740458	0.398935
0.200928	0.926758	-0.385498	-1.717557	3.725191	-1.412214	0.406698
0.209473	0.931885	-0.361816	-3.473282	5.335878	-1.664122	0.414761
0.206543	0.919922	-0.375244	-4.900763	6.267176	-2.259542	0.422885
0.208008	0.916992	-0.379639	-4.732824	7.122137	-2.458015	0.430623
0.208008	0.915771	-0.375000	-4.984733	8.129771	-3.496183	0.438195
0.217773	0.923340	-0.373535	-3.946565	8.969466	-3.748092	0.445775
0.206299	0.919922	-0.362305	-3.854962	8.954198	-3.610687	0.453993
0.199463	0.909668	-0.379883	-3.175573	7.351145	-2.801527	0.462199
0.206055	0.914795	-0.370117	-2.328244	6.580153	-2.259542	0.470499
0.206055	0.911621	-0.345703	-2.847328	4.824427	-2.732824	0.478441
0.213379	0.932861	-0.370850	-0.473282	5.045802	-1.977099	0.486601
0.211426	0.926270	-0.370361	0.015267	8.961832	-2.435115	0.494940
0.209717	0.928467	-0.371582	-0.885496	9.480916	-2.587786	0.502899
0.206787	0.920166	-0.372314	-0.099237	12.213740	-3.778626	0.511121
0.188721	0.916504	-0.381348	1.320611	14.427481	-4.511450	0.519690
0.193115	0.923584	-0.374512	1.068702	15.526718	-4.938931	0.528086
0.193115	0.927490	-0.364258	2.038168	15.969466	-4.511450	0.536040
0.195801	0.926758	-0.368896	2.343511	14.969466	-3.175573	0.544530
0.196533	0.929688	-0.373779	2.122137	13.122137	-1.351145	0.552647
0.196777	0.932373	-0.362305	0.519084	10.648855	0.007634	0.560863
0.187500	0.922607	-0.368408	0.305344	8.198473	1.152672	0.569344
0.188965	0.921631	-0.372314	0.045802	5.404580	2.778626	0.577514
0.185059	0.926514	-0.364258	-1.549618	3.656489	3.389313	0.585647
0.180420	0.921387	-0.363770	-1.801527	2.458015	1.954198	0.594031
0.177490	0.922363	-0.368408	-2.053435	2.534351	4.076336	0.602171
0.177490	0.921387	-0.354492	-2.152672	3.137405	4.061069	0.610393
0.191406	0.920654	-0.376465	-1.305344	2.984733	4.488550	0.618862
0.193848	0.917236	-0.367676	-0.519084	2.679389	5.175573	0.627305
0.187988	0.929688	-0.363281	-0.511450	2.236641	5.984733	0.635211
0.193604	0.928711	-0.374756	-1.190840	1.496183	6.870229	0.643415
0.202148	0.922852	-0.366699	-1.045802	0.900763	7.503817	0.651712
0.200684	0.925781	-0.361816	-1.022901	0.458015	7.893130	0.659994
0.196289	0.931396	-0.367676	-3.335878	-1.633588	8.190840	0.668311
0.190674	0.913574	-0.368164	-1.511450	-2.694656	9.488550	0.676231
0.199707	0.927979	-0.361084	-3.404580	-3.770992	9.366412	0.683811
0.186768	0.920654	-0.368652	-2.503817	-5.595420	9.938931	0.691539
0.196045	0.924805	-0.366943	-4.229008	-6.358779	9.541985	0.699941
0.197021	0.918213	-0.370850	-3.526718	-7.007634	10.213740	0.708082
